Car_Id,Car_Name,Manufacture_Year,Selling_Price_Lakh,Present_Price_Lakh,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Usage_Level
2602,Fortuner,2012,4.29,33.44,187000,Diesel,Individual,Automatic,0,Heavily used
2603,Royal Enfield Bullet 350,2016,0.22,1.08,83900,Petrol,Individual,Manual,0,Heavily used
2604,I20,2015,2.17,7.16,103100,Petrol,Individual,Manual,0,Heavily used
2605,Hero  Cbz Xtreme,2008,0.14,0.63,166800,Petrol,Individual,Manual,1,Heavily used
2606,Royal Enfield Classic 350,2013,0.35,2.38,107700,Petrol,Dealer,Manual,0,Heavily used
2607,Wagon R,2007,0.79,5.62,224200,Petrol,Dealer,Manual,0,Heavily used
2608,Honda Cb Trigger,2013,0.3,1.49,167200,Petrol,Individual,Manual,0,Heavily used
2609,Brio,2015,2.79,6.6,74500,Petrol,Individual,Manual,0,Heavily used
2610,Bajaj Avenger 220,2016,0.8,1.75,156500,Petrol,Dealer,Manual,0,Heavily used
2611,Sx4,2004,1.18,8.59,194900,Petrol,Dealer,Manual,0,Heavily used
2612,Bajaj Pulsar Rs200,2016,0.25,1.27,72500,Petrol,Dealer,Manual,0,Heavily used
2613,Honda Activa 125,2016,0.19,0.83,143500,Petrol,Individual,Automatic,0,Heavily used
2614,Yamaha Fazer ,2014,0.12,0.7,86900,Petrol,Dealer,Manual,0,Heavily used
2615,Ciaz,2015,2.18,8.95,77800,Petrol,Dealer,Manual,0,Heavily used
2616,Bajaj Discover 100,2013,0.13,0.79,96200,Petrol,Dealer,Manual,0,Heavily used
2617,Honda Cb Trigger,2013,0.23,0.62,122400,Petrol,Individual,Manual,0,Heavily used
2618,Alto K10,2016,0.79,3.2,83400,Petrol,Dealer,Manual,0,Heavily used
2619,Tvs Apache Rtr 160,2014,0.44,1.31,92200,Petrol,Dealer,Manual,0,Heavily used
2620,Etios Liva,2013,2.1,6.83,97400,Diesel,Dealer,Manual,0,Heavily used
2621,Brio,2017,2.96,6.19,51300,Petrol,Dealer,Manual,0,Heavily used
2622,Bajaj Pulsar 150,2010,0.35,1.04,180400,Petrol,Individual,Manual,0,Heavily used
2623,City,2006,2.58,10.83,139500,Petrol,Dealer,Manual,0,Heavily used
2624,Wagon R,2007,0.43,3.58,262600,Petrol,Individual,Manual,0,Heavily used
2625,Royal Enfield Classic 350,2013,0.46,1.93,132600,Petrol,Dealer,Manual,0,Heavily used
2626,Innova,2014,5.73,16.12,144800,Diesel,Individual,Manual,0,Heavily used
2627,Innova,2006,2.45,16.99,137500,Diesel,Individual,Manual,0,Heavily used
2628,Bajaj Avenger 220,2017,0.48,1.57,70400,Petrol,Individual,Manual,0,Heavily used
2629,Bajaj Discover 125,2012,0.45,1.45,192300,Petrol,Dealer,Manual,0,Heavily used
2630,Fortuner,2014,6.35,31.78,81600,Diesel,Individual,Automatic,0,Heavily used
2631,Corolla Altis,2016,5.52,17.08,155800,Petrol,Dealer,Manual,0,Heavily used
2632,Creta,2016,4.42,13.64,93500,Diesel,Dealer,Manual,0,Heavily used
2633,Ritz,2013,1.74,5.53,111700,Petrol,Individual,Manual,0,Heavily used
2634,Innova,2005,3,21.05,162500,Diesel,Individual,Manual,0,Heavily used
2635,Bajaj Avenger 220,2017,0.57,1.05,36800,Petrol,Individual,Manual,0,Moderately used
2636,Innova,2006,3.21,16.59,245600,Diesel,Dealer,Manual,0,Heavily used
2637,Corolla Altis,2011,2.15,16.71,310300,Petrol,Individual,Manual,0,Heavily used
2638,Honda Cbr 150,2013,0.26,0.96,87000,Petrol,Dealer,Manual,0,Heavily used
2639,Innova,2007,3.1,18.36,158300,Diesel,Individual,Manual,0,Heavily used
2640,Wagon R,2012,1.19,4.01,65500,Petrol,Dealer,Manual,0,Heavily used
2641,Royal Enfield Classic 350,2017,0.67,1.51,88700,Petrol,Dealer,Manual,0,Heavily used
2642,Royal Enfield Bullet 350,2016,0.54,1.1,79900,Petrol,Individual,Manual,0,Heavily used
2643,Brio,2017,1.7,5.16,105800,Petrol,Individual,Manual,0,Heavily used
2644,Bajaj Discover 125,2011,0.1,0.46,133100,Petrol,Dealer,Manual,0,Heavily used
2645,Bajaj Avenger 150 Street,2016,0.21,0.64,102200,Petrol,Individual,Manual,0,Heavily used
2646,Amaze,2015,1.69,6.5,121400,Petrol,Dealer,Manual,0,Heavily used
2647,Fortuner,2015,6.45,27.77,98000,Diesel,Dealer,Automatic,0,Heavily used
2648,Ciaz,2016,3.95,9.49,82400,Petrol,Dealer,Manual,0,Heavily used
2649,Corolla Altis,2013,4.61,17.05,114800,Petrol,Dealer,Manual,0,Heavily used
2650,Ertiga,2014,1.71,9.32,113700,Diesel,Dealer,Manual,0,Heavily used
2651,City,2008,2.02,11.69,263200,Petrol,Dealer,Manual,0,Heavily used
2652,Yamaha Fazer ,2014,0.2,1.07,127500,Petrol,Individual,Manual,0,Heavily used
2653,Royal Enfield Bullet 350,2016,0.83,1.79,59900,Petrol,Dealer,Manual,0,Heavily used
2654,Verna,2017,5.41,10.09,62300,Petrol,Dealer,Manual,0,Heavily used
2655,Brio,2013,1.73,5.61,195500,Petrol,Individual,Manual,1,Heavily used
2656,Verna,2017,3.48,9.26,47500,Petrol,Dealer,Manual,0,Moderately used
2657,Etios Cross,2014,2.15,8.38,163400,Petrol,Individual,Manual,0,Heavily used
2658,Hero Passion Pro,2015,0.2,0.77,50400,Petrol,Dealer,Manual,0,Heavily used
2659,Vitara Brezza,2018,2.15,8.93,103600,Diesel,Dealer,Manual,0,Heavily used
2660,Corolla Altis,2017,4.02,17.16,103900,Petrol,Individual,Manual,0,Heavily used
2661,Ertiga,2016,4.7,9.3,11800,Diesel,Dealer,Manual,0,Moderately used
2662,Brio,2015,3.04,7.07,175400,Petrol,Individual,Manual,0,Heavily used
2663,Grand I10,2017,1.22,5.35,103400,Petrol,Dealer,Manual,0,Heavily used
2664,Yamaha Fz  V 2.0,2016,0.75,1.72,99800,Petrol,Dealer,Manual,0,Heavily used
2665,I10,2012,1.04,4.99,150400,Petrol,Dealer,Manual,0,Heavily used
2666,Corolla Altis,2009,4.59,19.04,121500,Petrol,Dealer,Manual,0,Heavily used
2667,Swift,2014,2.3,5.77,96100,Petrol,Dealer,Manual,0,Heavily used
2668,Verna,2014,3.62,9.85,127200,Petrol,Dealer,Manual,0,Heavily used
2669,Jazz,2010,2.09,8.02,294900,Petrol,Individual,Manual,0,Heavily used
2670,Verna,2012,2.98,9.92,128400,Petrol,Individual,Manual,0,Heavily used
2671,Honda Cbr 150,2013,0.18,0.96,121300,Petrol,Individual,Manual,0,Heavily used
2672,Bajaj Discover 125,2012,0.1,0.46,142700,Petrol,Dealer,Manual,0,Heavily used
2673,Ciaz,2017,3.13,9.76,36000,Petrol,Dealer,Manual,0,Moderately used
2674,Fortuner,2010,9.92,31.96,151100,Diesel,Dealer,Automatic,0,Heavily used
2675,Swift,2011,1.1,7.1,101200,Petrol,Dealer,Manual,1,Heavily used
2676,Sx4,2004,2.26,8.44,243400,Petrol,Dealer,Manual,0,Heavily used
2677,Amaze,2015,1.38,6.42,79600,Petrol,Dealer,Manual,0,Heavily used
2678,Royal Enfield Classic 350,2017,0.78,1.87,21900,Petrol,Dealer,Manual,0,Moderately used
2679,Suzuki Access 125,2008,0.1,0.48,134100,Petrol,Individual,Automatic,0,Heavily used
2680,Bajaj Avenger 220 Dtsi,2011,0.43,1.29,107900,Petrol,Dealer,Manual,0,Heavily used
2681,Royal Enfield Thunder 350,2016,0.6,1.49,76600,Petrol,Individual,Manual,0,Heavily used
2682,Brio,2013,1.58,6.39,136500,Petrol,Dealer,Manual,1,Heavily used
2683,Verna,2012,2.41,10.07,149300,Petrol,Individual,Manual,0,Heavily used
2684,City,2015,4.06,11.53,92800,Petrol,Dealer,Manual,0,Heavily used
2685,Royal Enfield Classic 350,2017,0.65,2.1,73400,Petrol,Individual,Manual,0,Heavily used
2686,Corolla Altis,2010,3.56,18.42,83200,Petrol,Dealer,Manual,0,Heavily used
2687,Bajaj Pulsar Ns 200,2013,0.26,0.79,61900,Petrol,Dealer,Manual,0,Heavily used
2688,Corolla Altis,2011,3.99,17.7,54300,Petrol,Dealer,Manual,0,Heavily used
2689,Honda Cb Shine,2007,0.11,0.77,183000,Petrol,Dealer,Manual,0,Heavily used
2690,Alto K10,2013,0.67,3.96,93800,Petrol,Dealer,Manual,0,Heavily used
2691,Ciaz,2014,2.85,10.13,114200,Petrol,Individual,Manual,0,Heavily used
2692,I20,2016,3.06,7.32,70700,Petrol,Individual,Manual,0,Heavily used
2693,Xcent,2017,4,7.58,102300,Petrol,Dealer,Manual,0,Heavily used
2694,Honda Cb Unicorn,2015,0.2,0.58,76700,Petrol,Dealer,Manual,1,Heavily used
2695,Sx4,2012,1.28,7.74,175300,Petrol,Dealer,Manual,0,Heavily used
2696,Corolla Altis,2013,2.3,16.65,36100,Petrol,Dealer,Manual,0,Moderately used
2697,Tvs Apache Rtr 160,2014,0.67,1.74,91700,Petrol,Dealer,Manual,0,Heavily used
2698,Royal Enfield Thunder 350,2014,0.58,1.58,114000,Petrol,Individual,Manual,0,Heavily used
2699,Royal Enfield Thunder 350,2013,0.32,2.23,116300,Petrol,Individual,Manual,1,Heavily used
2700,Wagon R,2015,1.56,4.04,122700,Petrol,Dealer,Manual,0,Heavily used
2701,Verna,2014,2.78,9.7,125800,Petrol,Individual,Manual,0,Heavily used
2702,Verna,2016,2.77,9.63,75100,Petrol,Individual,Manual,0,Heavily used
2703,Honda Activa 4G,2017,0.33,0.92,45500,Petrol,Dealer,Automatic,0,Moderately used
2704,City,2013,1.64,11.77,138200,Petrol,Dealer,Manual,0,Heavily used
2705,Wagon R,2015,1.21,5.05,90600,Petrol,Individual,Manual,1,Heavily used
2706,Swift,2011,1.75,6.73,237200,Petrol,Dealer,Manual,0,Heavily used
2707,Royal Enfield Thunder 350,2011,0.26,1.2,286800,Petrol,Dealer,Manual,0,Heavily used
2708,Honda Cb Shine,2012,0.1,0.46,144500,Petrol,Dealer,Manual,0,Heavily used
2709,Land Cruiser,2010,25.75,92.29,199600,Diesel,Individual,Manual,0,Heavily used
2710,Xcent,2015,1.26,7.05,58600,Petrol,Dealer,Manual,0,Heavily used
2711,Suzuki Access 125,2008,0.14,0.59,94200,Petrol,Individual,Automatic,0,Heavily used
2712,I10,2011,1.04,4.25,190500,Petrol,Individual,Manual,0,Heavily used
2713,Bajaj Pulsar 150,2008,0.42,1.52,186000,Petrol,Individual,Manual,0,Heavily used
2714,Honda Cb Unicorn,2015,0.17,0.77,148000,Petrol,Dealer,Manual,0,Heavily used
2715,Royal Enfield Bullet 350,2016,0.36,0.94,85600,Petrol,Individual,Manual,0,Heavily used
2716,Eon,2015,1.09,3.82,80100,Petrol,Dealer,Manual,1,Heavily used
2717,Ktm Rc200,2017,0.38,1.42,68100,Petrol,Individual,Manual,0,Heavily used
2718,I10,2012,1.07,3.69,131300,Petrol,Dealer,Manual,0,Heavily used
2719,Corolla Altis,2017,5.22,16.48,79700,Petrol,Dealer,Manual,0,Heavily used
2720,I10,2011,0.6,4.42,72300,Petrol,Dealer,Manual,0,Heavily used
2721,Jazz,2015,3.44,8.44,136000,Petrol,Dealer,Manual,0,Heavily used
2722,Bajaj Avenger 220,2017,0.3,0.76,97300,Petrol,Dealer,Manual,0,Heavily used
2723,Amaze,2014,1.39,5.52,130100,Petrol,Dealer,Manual,0,Heavily used
2724,Etios G,2014,2.13,6.95,123900,Petrol,Dealer,Manual,0,Heavily used
2725,Yamaha Fz  V 2.0,2015,0.15,0.74,95300,Petrol,Dealer,Manual,0,Heavily used
2726,Bajaj Discover 100,2013,0.12,0.87,155900,Petrol,Individual,Manual,0,Heavily used
2727,Wagon R,2015,1.85,4.46,127300,Petrol,Dealer,Manual,0,Heavily used
2728,Brio,2016,1.63,6.63,73600,Petrol,Individual,Manual,0,Heavily used
2729,City,2009,2.16,12.29,200900,Petrol,Individual,Manual,0,Heavily used
2730,Ciaz,2015,3.69,10.84,110000,Petrol,Individual,Manual,0,Heavily used
2731,Ciaz,2017,3.05,9.72,97800,Petrol,Dealer,Manual,0,Heavily used
2732,S Cross,2015,2.11,8.93,95500,Diesel,Dealer,Manual,0,Heavily used
2733,Activa 3G,2010,0.1,0.42,117500,Petrol,Dealer,Automatic,0,Heavily used
2734,Sx4,2012,1.32,8,119700,Petrol,Dealer,Manual,0,Heavily used
2735,Xcent,2015,3.63,7.77,51800,Petrol,Dealer,Manual,0,Heavily used
2736,Royal Enfield Thunder 350,2011,0.57,2,99400,Petrol,Dealer,Manual,0,Heavily used
2737,Hero Passion X Pro,2016,0.16,0.67,39200,Petrol,Dealer,Manual,0,Moderately used
2738,Etios Cross,2015,3.06,7.57,98900,Petrol,Individual,Manual,0,Heavily used
2739,Etios G,2015,2.96,6.52,73800,Petrol,Dealer,Manual,0,Heavily used
2740,City,2015,2.45,11.54,73300,Petrol,Dealer,Manual,0,Heavily used
2741,Eon,2012,1.38,4.74,125900,Petrol,Dealer,Manual,0,Heavily used
2742,Yamaha Fz S ,2012,0.18,0.66,118700,Petrol,Dealer,Manual,0,Heavily used
2743,Ktm 390 Duke ,2014,1.14,3.28,171800,Petrol,Dealer,Manual,0,Heavily used
2744,Honda Dream Yuga ,2017,0.17,0.43,35400,Petrol,Dealer,Manual,0,Moderately used
2745,Innova,2008,5.07,17.01,86800,Diesel,Individual,Manual,0,Heavily used
2746,Yamaha Fz S ,2012,0.36,1.8,144100,Petrol,Dealer,Manual,0,Heavily used
2747,City,2006,2.82,12.07,236000,Petrol,Dealer,Manual,0,Heavily used
2748,Honda Activa 4G,2017,0.22,0.41,107400,Petrol,Individual,Automatic,0,Heavily used
2749,Corolla Altis,2011,3.34,15.94,126200,Petrol,Dealer,Manual,0,Heavily used
2750,Bajaj Avenger 220 Dtsi,2010,0.3,1.21,217200,Petrol,Dealer,Manual,0,Heavily used
2751,Corolla Altis,2010,3.49,17.56,132600,Petrol,Individual,Manual,0,Heavily used
2752,Amaze,2014,1.06,6.62,114900,Petrol,Dealer,Manual,0,Heavily used
2753,I10,2013,1.54,4.8,99900,Petrol,Dealer,Manual,0,Heavily used
2754,Creta,2015,2.81,13,83300,Diesel,Individual,Manual,0,Heavily used
2755,City,2014,4.14,12.89,137200,Petrol,Individual,Manual,0,Heavily used
2756,Honda Cb Shine,2011,0.19,0.59,107700,Petrol,Dealer,Manual,0,Heavily used
2757,Honda Dream Yuga ,2017,0.19,0.43,105500,Petrol,Dealer,Manual,0,Heavily used
2758,City,2006,2.28,12.18,181400,Petrol,Dealer,Manual,0,Heavily used
2759,Honda Activa 125,2016,0.3,0.91,88200,Petrol,Individual,Automatic,0,Heavily used
2760,Ertiga,2014,1.63,10.21,63700,Diesel,Dealer,Manual,0,Heavily used
2761,Royal Enfield Classic 500,2010,0.41,2.05,127400,Petrol,Dealer,Manual,0,Heavily used
2762,Honda Cb Hornet 160R,2017,0.52,1.08,87400,Petrol,Dealer,Manual,0,Heavily used
2763,Honda Cb Twister,2012,0.1,0.76,181400,Petrol,Dealer,Manual,0,Heavily used
2764,Sx4,2013,1.46,7.7,134100,Petrol,Dealer,Manual,0,Heavily used
2765,Fortuner,2017,17.82,32.71,77800,Diesel,Individual,Automatic,0,Heavily used
2766,Corolla,2004,1.53,11.56,281800,Petrol,Dealer,Automatic,0,Heavily used
2767,Ertiga,2014,1.79,8.3,70900,Diesel,Dealer,Manual,1,Heavily used
2768,Wagon R,2013,1.13,4.43,174700,Petrol,Dealer,Manual,0,Heavily used
2769,City,2008,3.81,11.99,308900,Petrol,Dealer,Manual,0,Heavily used
2770,Innova,2007,3.98,19.93,189400,Diesel,Individual,Manual,0,Heavily used
2771,Etios Gd,2015,1.55,7.05,154600,Diesel,Dealer,Manual,0,Heavily used
2772,Honda Karizma,2011,0.18,0.84,164100,Petrol,Dealer,Manual,0,Heavily used
2773,City,2017,2.74,11.62,51900,Petrol,Dealer,Manual,0,Heavily used
2774,Royal Enfield Classic 350,2016,0.93,2.2,152100,Petrol,Individual,Manual,0,Heavily used
2775,Fortuner,2014,5.14,33.44,100500,Diesel,Individual,Automatic,0,Heavily used
2776,Hero Extreme,2013,0.33,1.07,132100,Petrol,Individual,Manual,1,Heavily used
2777,Royal Enfield Classic 350,2015,0.88,1.98,88600,Petrol,Individual,Manual,0,Heavily used
2778,Jazz,2011,2.06,7.76,80200,Petrol,Individual,Manual,0,Heavily used
2779,City,2006,2.75,11.81,157300,Petrol,Dealer,Manual,0,Heavily used
2780,Corolla Altis,2017,6.74,16.83,58800,Petrol,Dealer,Manual,0,Heavily used
2781,Corolla Altis,2013,5.37,18.58,100900,Petrol,Individual,Manual,0,Heavily used
2782,Fortuner,2014,10.06,33.37,164200,Diesel,Dealer,Automatic,0,Heavily used
2783,Bajaj Avenger 220,2017,0.57,1.84,124800,Petrol,Dealer,Manual,0,Heavily used
2784,Grand I10,2015,2.68,6.43,82800,Petrol,Dealer,Manual,0,Heavily used
2785,Yamaha Fz S V 2.0,2015,0.28,1.19,148100,Petrol,Individual,Manual,1,Heavily used
2786,City,2006,2.23,11.99,166100,Petrol,Dealer,Manual,0,Heavily used
2787,Etios Liva,2011,2.15,6.65,111600,Diesel,Individual,Manual,0,Heavily used
2788,Ritz,2013,1.94,5.21,91700,Petrol,Individual,Manual,0,Heavily used
2789,Bajaj Discover 125,2012,0.12,0.54,148800,Petrol,Dealer,Manual,0,Heavily used
2790,Innova,2013,3.41,17.67,88800,Diesel,Individual,Manual,0,Heavily used
2791,Corolla Altis,2015,5.52,17.26,94000,Petrol,Individual,Manual,0,Heavily used
2792,Honda Cb Hornet 160R,2016,0.3,0.7,89700,Petrol,Individual,Manual,0,Heavily used
2793,Corolla Altis,2009,2.31,17.75,200900,Petrol,Dealer,Manual,0,Heavily used
2794,City,2010,2.31,10.43,89800,Petrol,Individual,Manual,0,Heavily used
2795,Bajaj Avenger 220,2016,0.46,1.17,89100,Petrol,Dealer,Manual,0,Heavily used
2796,Brio,2012,1.53,6.54,175100,Petrol,Dealer,Manual,0,Heavily used
2797,800,2003,0.59,1.82,169800,Petrol,Dealer,Manual,0,Heavily used
2798,Bajaj Avenger 220 Dtsi,2012,0.21,0.76,107500,Petrol,Dealer,Manual,0,Heavily used
2799,Royal Enfield Classic 500,2011,0.2,1.4,149800,Petrol,Individual,Manual,0,Heavily used
2800,Ritz,2012,1.44,4.35,81400,Petrol,Individual,Manual,0,Heavily used
2801,Corolla Altis,2015,7.55,19,85700,Petrol,Dealer,Manual,0,Heavily used
2802,Innova,2015,7.44,18.66,112200,Diesel,Dealer,Manual,0,Heavily used
2803,Etios G,2014,1.14,6.18,139400,Petrol,Individual,Manual,0,Heavily used
2804,Yamaha Fz 16,2015,0.13,0.66,126200,Petrol,Dealer,Manual,0,Heavily used
2805,Elantra,2015,5.53,15.46,126100,Diesel,Dealer,Automatic,0,Heavily used
2806,Honda Dream Yuga ,2017,0.34,0.9,55500,Petrol,Dealer,Manual,0,Heavily used
2807,Tvs Jupyter,2014,0.15,0.42,142200,Petrol,Dealer,Automatic,0,Heavily used
2808,Ktm Rc200,2017,0.81,1.82,106900,Petrol,Dealer,Manual,0,Heavily used
2809,Royal Enfield Classic 350,2016,0.55,1.8,161600,Petrol,Dealer,Manual,0,Heavily used
2810,Ignis,2017,2.04,6.69,107400,Petrol,Dealer,Manual,0,Heavily used
2811,Swift,2014,1.09,7.11,105900,Petrol,Individual,Manual,0,Heavily used
2812,Wagon R,2011,0.85,4.9,186100,Petrol,Dealer,Manual,0,Heavily used
2813,Royal Enfield Classic 350,2016,0.52,1.18,164500,Petrol,Dealer,Manual,0,Heavily used
2814,Royal Enfield Classic 500,2011,0.31,1.4,170700,Petrol,Individual,Manual,0,Heavily used
2815,Verna,2017,3.01,9.7,61300,Petrol,Dealer,Manual,0,Heavily used
2816,Fortuner,2014,11.7,32.79,103800,Diesel,Individual,Automatic,0,Heavily used
2817,Activa 4G,2017,0.56,1.12,70100,Petrol,Dealer,Automatic,0,Heavily used
2818,Royal Enfield Classic 350,2015,0.47,1.18,85100,Petrol,Individual,Manual,0,Heavily used
2819,Jazz,2011,1.97,8.84,99400,Petrol,Dealer,Manual,1,Heavily used
2820,Um Renegade Mojave,2017,0.7,1.94,125100,Petrol,Dealer,Manual,0,Heavily used
2821,Corolla Altis,2012,3.95,16.74,102500,Petrol,Individual,Manual,0,Heavily used
2822,Corolla Altis,2015,6.67,16.19,119500,Petrol,Individual,Manual,0,Heavily used
2823,Amaze,2015,1.84,6.35,104900,Petrol,Dealer,Manual,0,Heavily used
2824,Swift,2014,2.13,6.12,111000,Petrol,Dealer,Manual,0,Heavily used
2825,S Cross,2015,4.11,9.77,76700,Diesel,Individual,Manual,0,Heavily used
2826,Fortuner,2017,8.42,31.81,90700,Diesel,Dealer,Automatic,0,Heavily used
2827,Innova,2006,4.17,21.52,181200,Diesel,Individual,Manual,0,Heavily used
2828,City,2010,2.69,11.81,191900,Petrol,Individual,Manual,0,Heavily used
2829,Ciaz,2014,3.64,9.98,115800,Petrol,Individual,Manual,0,Heavily used
2830,Ertiga,2016,2.86,9.17,125300,Diesel,Dealer,Manual,0,Heavily used
2831,I20,2013,1.43,7,164000,Petrol,Individual,Manual,0,Heavily used
2832,Corolla Altis,2016,5.15,18.56,104900,Petrol,Individual,Manual,0,Heavily used
2833,Verna,2015,1.58,8.63,81400,Petrol,Dealer,Manual,0,Heavily used
2834,Grand I10,2015,1.24,5.39,95300,Petrol,Individual,Manual,0,Heavily used
2835,I20,2016,2.47,8.04,122900,Petrol,Dealer,Manual,0,Heavily used
2836,Verna,2012,1.62,9.8,145800,Petrol,Dealer,Manual,0,Heavily used
2837,Royal Enfield Thunder 350,2014,0.29,1.39,113200,Petrol,Individual,Manual,0,Heavily used
2838,Swift,2011,2.09,6.24,111900,Petrol,Dealer,Manual,0,Heavily used
2839,I20,2015,2.23,6.71,115000,Petrol,Individual,Manual,0,Heavily used
2840,Royal Enfield Thunder 500,2014,0.59,2.08,137900,Petrol,Individual,Manual,0,Heavily used
2841,City,2013,3.38,11.05,134000,Petrol,Dealer,Manual,0,Heavily used
2842,Ktm Rc200,2016,0.94,2.05,158500,Petrol,Dealer,Manual,0,Heavily used
2843,I10,2013,1.2,4.5,184000,Petrol,Dealer,Manual,0,Heavily used
2844,Wagon R,2008,1.48,4.69,222500,Petrol,Dealer,Manual,0,Heavily used
2845,Fortuner,2015,9.31,31.25,82800,Diesel,Individual,Automatic,0,Heavily used
2846,Creta,2015,2.39,13.74,138300,Diesel,Dealer,Manual,0,Heavily used
2847,Yamaha Fz  V 2.0,2015,0.16,0.67,126800,Petrol,Individual,Manual,0,Heavily used
2848,Honda Cb Hornet 160R,2017,0.27,0.81,83800,Petrol,Dealer,Manual,0,Heavily used
2849,City,2008,4.04,12.14,238400,Petrol,Individual,Manual,1,Heavily used
2850,Fortuner,2016,10.57,30.54,108300,Diesel,Individual,Automatic,0,Heavily used
2851,Tvs Sport ,2017,0.36,1.02,98700,Petrol,Dealer,Manual,0,Heavily used
2852,Eon,2015,2.34,5.03,65500,Petrol,Dealer,Manual,0,Heavily used
2853,Sx4,2012,1.09,8.32,117600,Petrol,Individual,Manual,0,Heavily used
2854,Corolla Altis,2016,4.57,16.88,90700,Petrol,Individual,Manual,0,Heavily used
2855,Royal Enfield Classic 500,2009,0.44,1.4,114700,Petrol,Dealer,Manual,0,Heavily used
2856,City,2006,3.51,11.99,267300,Petrol,Individual,Manual,0,Heavily used
2857,City,2016,5.44,12.2,87600,Petrol,Individual,Manual,0,Heavily used
2858,I20,2012,1.96,7.46,147400,Petrol,Individual,Manual,0,Heavily used
2859,Verna,2015,3.91,10.09,100200,Petrol,Dealer,Manual,0,Heavily used
2860,Corolla Altis,2009,5.33,17.59,225400,Petrol,Dealer,Manual,0,Heavily used
2861,Etios Gd,2015,2.37,8.55,99200,Diesel,Dealer,Manual,0,Heavily used
2862,Wagon R,2009,0.93,4.35,258900,Petrol,Dealer,Manual,0,Heavily used
2863,Corolla Altis,2008,5.44,17.13,97000,Petrol,Individual,Manual,0,Heavily used
2864,Grand I10,2013,2.08,5.86,167500,Petrol,Individual,Manual,0,Heavily used
2865,I20,2015,1.8,7.49,80300,Petrol,Individual,Manual,0,Heavily used
2866,Fortuner,2012,9.35,32.15,176000,Diesel,Individual,Automatic,0,Heavily used
2867,Ciaz,2017,4.12,8.67,40800,Petrol,Individual,Manual,0,Moderately used
2868,Activa 4G,2017,0.14,0.41,98000,Petrol,Dealer,Automatic,0,Heavily used
2869,Verna,2015,2.48,9.2,111400,Petrol,Individual,Manual,0,Heavily used
2870,Innova,2013,2.33,17.09,135900,Diesel,Individual,Manual,0,Heavily used
2871,Fortuner,2017,13.41,29.31,113000,Diesel,Dealer,Automatic,0,Heavily used
2872,City,2011,2.57,13.8,122000,Petrol,Individual,Manual,0,Heavily used
2873,Bajaj Avenger 220 Dtsi,2015,0.24,0.76,98000,Petrol,Dealer,Manual,0,Heavily used
2874,Corolla Altis,2016,6.33,18.13,140100,Petrol,Dealer,Manual,0,Heavily used
2875,Bajaj  Ct 100,2015,0.31,1,153600,Petrol,Dealer,Manual,0,Heavily used
2876,City,2008,3.06,11.31,195500,Petrol,Dealer,Manual,0,Heavily used
2877,Etios Liva,2011,1.56,6.12,112600,Diesel,Dealer,Manual,0,Heavily used
2878,Amaze,2015,2.74,7.14,66500,Petrol,Individual,Manual,0,Heavily used
2879,Yamaha Fz 16,2015,0.13,0.76,63500,Petrol,Dealer,Manual,1,Heavily used
2880,City,2009,1.92,11.14,201700,Petrol,Dealer,Manual,0,Heavily used
2881,Tvs Apache Rtr 160,2017,0.25,0.65,105000,Petrol,Dealer,Manual,0,Heavily used
2882,Etios Cross,2014,2,8.47,140300,Petrol,Dealer,Manual,0,Heavily used
2883,Fortuner,2014,10.1,30.46,144000,Diesel,Dealer,Automatic,0,Heavily used
2884,Etios G,2014,1.78,7.83,140900,Petrol,Individual,Manual,0,Heavily used
2885,Royal Enfield Classic 350,2016,0.59,2.34,77200,Petrol,Dealer,Manual,0,Heavily used
2886,Royal Enfield Classic 350,2014,0.69,1.77,186500,Petrol,Dealer,Manual,0,Heavily used
2887,Hero Passion Pro,2016,0.27,1.29,106100,Petrol,Individual,Manual,0,Heavily used
2888,Creta,2015,5.77,13.33,116200,Diesel,Individual,Manual,0,Heavily used
2889,City,2010,2,11.5,233400,Petrol,Dealer,Manual,0,Heavily used
2890,Dzire,2012,1.78,7.64,124000,Diesel,Dealer,Manual,0,Heavily used
2891,Ritz,2013,1.44,5.71,223100,Petrol,Individual,Manual,0,Heavily used
2892,Brio,2013,1.82,6.39,121000,Petrol,Dealer,Manual,0,Heavily used
2893,Amaze,2015,3.35,7.25,82800,Petrol,Individual,Manual,0,Heavily used
2894,City,2015,3.8,11.96,86700,Petrol,Dealer,Manual,0,Heavily used
2895,City,2007,2.47,12.35,107000,Petrol,Dealer,Manual,0,Heavily used
2896,Eon,2012,1.17,3.54,129400,Petrol,Individual,Manual,0,Heavily used
2897,Yamaha Fz  V 2.0,2016,0.32,0.67,64100,Petrol,Dealer,Manual,0,Heavily used
2898,Hero Splender Ismart,2015,0.13,0.5,85300,Petrol,Dealer,Manual,0,Heavily used
2899,Royal Enfield Thunder 350,2014,0.35,1.8,124700,Petrol,Individual,Manual,0,Heavily used
2900,Grand I10,2014,0.99,4.96,115400,Petrol,Dealer,Manual,0,Heavily used
2901,I10,2013,1.15,3.61,169300,Petrol,Dealer,Manual,0,Heavily used
2902,Elantra,2015,6.67,14.96,147400,Diesel,Dealer,Automatic,0,Heavily used
2903,Innova,2007,4.08,15.84,289900,Diesel,Dealer,Manual,0,Heavily used
